Date,CL=F,EEM,ES=F,EURUSD=X,GBPUSD=X,GC=F,GLD,HYG,IEF,IWM,JPY=X,LQD,NQ=F,QQQ,SPY,TLT,USO,UUP,ZN=F
2025-06-17,74.83999633789062,45.714778900146484,5985.0,1.1551345586776733,1.3565576076507568,3386.60009765625,311.94000244140625,74.9413833618164,90.9428939819336,206.40618896484375,144.72900390625,103.23784637451172,21730.5,525.9534301757812,589.2399291992188,82.74666595458984,82.30000305175781,26.475786209106445,110.84375
2025-06-18,75.13999938964844,45.7049674987793,5981.5,1.1482638120651245,1.3430029153823853,3389.800048828125,310.260009765625,75.05461120605469,91.00064849853516,207.49488830566406,145.37600708007812,103.31434631347656,21720.25,525.8638916015625,589.1510009765625,82.89014434814453,82.2699966430664,26.52413558959961,111.0625
2025-06-19,,,,1.1477497816085815,1.3416515588760376,,,,,,144.9550018310547,,,,,,,,
2025-06-20,74.93000030517578,45.44015884399414,6010.2099609375,1.1512778997421265,1.3476725816726685,3368.10009765625,310.1300048828125,75.29048919677734,91.05838775634766,207.0594024658203,145.21800231933594,103.40039825439453,21889.890625,523.7166748046875,587.7673950195312,82.73709869384766,83.12000274658203,26.49512481689453,110.984375
2025-06-23,68.51000213623047,45.81285858154297,6077.0,1.1500862836837769,1.3435983657836914,3377.699951171875,311.0799865722656,75.43199157714844,91.37604522705078,209.5930938720703,146.2239990234375,103.65857696533203,22073.5,529.1017456054688,593.5730590820312,83.00493621826172,76.41000366210938,26.38875961303711,111.453125
2025-06-24,64.37000274658203,46.99961853027344,6146.25,1.1599044799804688,1.3545364141464233,3317.39990234375,306.19000244140625,75.63956451416016,91.69369506835938,212.2653350830078,145.92799377441406,104.1462173461914,22412.75,537.1927490234375,600.1304321289062,83.60762023925781,73.0,26.253381729125977,111.65625
2025-06-25,64.91999816894531,47.03884506225586,6147.0,1.161224365234375,1.361488938331604,3327.10009765625,307.1199951171875,75.62071228027344,91.73219299316406,209.79103088378906,144.95700073242188,104.02191162109375,22461.0,538.5661010742188,600.4666137695312,83.71282958984375,73.30999755859375,26.185693740844727,111.6875
2025-06-26,65.23999786376953,47.35270309448242,6195.0,1.1683744192123413,1.369187831878662,3333.5,306.7799987792969,75.83769989013672,92.05946350097656,213.1956787109375,144.9040069580078,104.40437316894531,22669.25,543.6018676757812,605.1646118164062,84.13373565673828,73.58999633789062,26.07932472229004,112.015625
2025-06-27,65.5199966430664,47.166351318359375,6223.75,1.1692214012145996,1.37247633934021,3273.699951171875,301.2200012207031,75.79996490478516,91.81881713867188,213.26495361328125,144.69400024414062,104.2322769165039,22751.5,545.4629516601562,608.1712036132812,83.5980453491211,73.27999877929688,26.127676010131836,111.8125
2025-06-30,65.11000061035156,47.313472747802734,6253.75,1.1727453470230103,1.3719680309295654,3294.39990234375,304.8299865722656,76.09243774414062,92.18460083007812,213.57176208496094,144.51699829101562,104.80596923828125,22893.25,548.9959716796875,611.0790405273438,84.42072296142578,73.11000061035156,25.992298126220703,112.125
2025-07-01,65.44999694824219,47.4017448425293,6248.75,1.178717017173767,1.3730605840682983,3336.699951171875,307.54998779296875,75.99668884277344,92.013671875,215.76895141601562,143.8000030517578,104.9326400756836,22692.75,544.3682250976562,610.8812866210938,84.63003540039062,73.93000030517578,25.982629776000977,111.859375
2025-07-02,67.44999694824219,47.60770797729492,6275.0,1.180553913116455,1.374721646308899,3348.0,309.25,76.13887786865234,91.82056427001953,218.7578887939453,143.40199279785156,104.91344451904297,22843.0,548.1599731445312,613.650634765625,84.09235382080078,75.58999633789062,25.963289260864258,111.625
